,Tokens
1984,endow
1985,connect
1986,sadeq
1987,6.49
1988,6.18
1989,bur
1990,"38,839"
1991,rbsn
1992,crr
1993,cologn
1994,36-month
1995,7-state
1996,pontin
1997,across-th
1998,renov
1999,nashimoto
2000,valorem
2001,retreat
2002,english-languag
2003,808
2004,bird
2005,coinag
2006,1.75
2007,shadow
2008,23rd
2009,warship
2010,"794,711"
2011,240-mln-dlr
2012,noaa
2013,lull
2014,png
2015,maje
2016,encount
2017,35.46
2018,439
2019,autonom
2020,16.45
2021,coverag
2022,misconstru
2023,trilon
2024,"7,589,000"
2025,merced
2026,ducommun
2027,70.9
2028,153.3
2029,glut
2030,nwp
2031,mager
2032,roy
2033,henz
2034,alcad
2035,damon
2036,empty-hand
2037,murray
2038,108.75
2039,brazilian
2040,kopparberg
2041,tcsf.pa
2042,"3,376,000"
2043,scheme
2044,"29,964"
2045,"8,032,798"
2046,9.75p
2047,gato
2048,yokoyama
2049,swollen
2050,clean
2051,239.97
2052,1978
2053,toll
2054,nine-month
2055,window
2056,brand-new
2057,210.4
2058,hourli
2059,long-establish
2060,dryland
2061,"2,241,000"
2062,relocat
2063,counteract
2064,safety-first
2065,ffom
2066,8.96
2067,"1,581,894"
2068,varian
2069,sabena
2070,assign
2071,46.864
2072,tractor
2073,harley-davidson
2074,alitalia
2075,83
2076,overcast
2077,345p
2078,nauman
2079,out-of-d
2080,240-270
2081,hkld.hkg
2082,accuray
2083,lotoquik
2084,"59,605"
2085,8.0p
2086,kalispel
2087,"4,006,024"
2088,36.0
2089,catanduva
2090,"760,603"
2091,weep
2092,fran
2093,score
2094,813p
2095,jolt
2096,751
2097,maryland
2098,speech
2099,"51,001"
2100,royc
2101,"1,298,377"
2102,1963
2103,angola
2104,1.66
2105,"1,907.1"
2106,sigific
2107,1.5865
2108,12.2p
2109,bi-later
2110,tarrytown
2111,kaunda
2112,66-2
2113,"75,200"
2114,issuanc
2115,"518,564"
2116,dollar-contract
2117,pre-dawn
2118,15th
2119,buydown
2120,429
2121,"1,356,321"
2122,atla
2123,lycom
2124,boy
2125,890
2126,isa
2127,9.0p
2128,med
2129,adr
2130,anti-
2131,35.83
2132,starv
2133,vranitzki
2134,"1,161"
2135,"27,715"
2136,permament
2137,dso
2138,elxa.
2139,32.1
2140,p-5
2141,baltic
2142,37.47
2143,"4,704,000"
2144,perspect
2145,"413,444"
2146,steel-structur
2147,legislatur
2148,lower-cost
2149,10.39
2150,papyru
2151,"56,620"
2152,1986-87
2153,ventspil
2154,"6,257,000"
2155,turkish
2156,refelct
2157,8.43
2158,purra
2159,mcdougal
2160,frontier
2161,skandinaviska
2162,tidal
2163,sanf
2164,"5,210,000"
2165,127.10
2166,seper
2167,pinpoint
2168,woodinvil
2169,bfd
2170,"10,353,700"
2171,bridg
2172,bluewat
2173,46.72
2174,89-360
2175,williamsvil
2176,grit
2177,220.3
2178,504
2179,foreshadow
2180,non-soybean
2181,300-meter
2182,penalti
2183,profit-tak
2184,machine-build
2185,gestur
2186,13.80
2187,153.50
2188,122.6
2189,fomc
2190,schlick
2191,notabl
2192,charlott
2193,castro
2194,7.24
2195,138.25
2196,just
2197,"131,910"
2198,preliminari
2199,lawyer
2200,bakeri
2201,chipmak
2202,cobanco
2203,com
2204,blew
2205,local
2206,fierc
2207,biffex
2208,numer
2209,28-dlr-
2210,eurocertif
2211,sargent-welch
2212,"647,000"
2213,145.30
2214,4.18
2215,407.7
2216,"2,627,952"
2217,no-fe
2218,tregurtha
2219,40.50
2220,kleckner
2221,stonn
2222,"274,200"
2223,45
2224,"3,063.4"
2225,ob
2226,flagrant
2227,mkc
2228,7.85
2229,microfilm
2230,perman
2231,"894,362"
2232,crankshaft
2233,bought
2234,51.71
2235,"2,149,000"
2236,brkn.
2237,74.4
2238,15.73
2239,paroxysm
2240,michelin
2241,wednesday
2242,"349,511"
2243,special
2244,sex
2245,enap
2246,secondarili
2247,elx
2248,trustco
2249,1973
2250,"434,000"
2251,0.708
2252,conduct
2253,0.9
2254,rcbi
2255,arbitrarili
2256,re-franchis
2257,"2,720"
2258,reintegr
2259,texa
2260,unhappi
2261,escudo
2262,pnh
2263,"120,184"
2264,stifl
2265,0.24
2266,wkxc-am
2267,creditwatch
2268,24.3
2269,arc
2270,tanjug
2271,"3,296,000"
2272,ouitstand
2273,forex
2274,noth
2275,hyde
2276,139.2
2277,forese
2278,101.6
2279,pea
2280,footwear
2281,top
2282,bakunin
2283,1987-june
2284,"7,515"
2285,18p
2286,d-ri
2287,15.414
2288,interest
2289,59.49
2290,boschwitz
2291,yr
2292,171.7
2293,352
2294,aec
2295,mond
2296,bn
2297,broken
2298,jard.hkg
2299,lessen
2300,106.33
2301,reignit
2302,lightli
2303,92.2
2304,monster
2305,"765,000"
2306,unaccount
2307,clnp
2308,fountain
2309,volunt
2310,tbn
2311,rancor
2312,finland
2313,isaksson
2314,419.2
2315,mosti
2316,40.00
2317,unrealist
2318,amazon
2319,788.42
2320,"516,063"
2321,emerson
2322,delaurentii
2323,mose
2324,filter
2325,kwinana
2326,3.25-i
2327,27.1
2328,feasabl
2329,durian
2330,"52,403"
2331,uiie
2332,7.6
2333,171.9
2334,mike
2335,0.006913
2336,103.04
2337,depositori
2338,money-cent
2339,glidden
2340,two-way
2341,3.9497
2342,durkin
2343,111.2
2344,newest
2345,stromberg-carlson
2346,194.33
2347,"986,000"
2348,blanca
2349,karasawa
2350,"5,852,000"
2351,leverag
2352,bluebell-altamont
2353,"706,984"
2354,speaker
2355,"7,105,000"
2356,bell
2357,11.3
2358,79-7
2359,31.85
2360,teach
2361,quick-matur
2362,2.837
2363,4.47
2364,ran
2365,full-scal
2366,johsen
2367,46-member
2368,optimist
2369,7.61
2370,76
2371,"552,000"
2372,"2,796,848"
2373,53-year-old
2374,"80,460"
2375,480p
2376,mozambican
2377,sprint
2378,flander
2379,rucia
2380,409.40
2381,davi
2382,adourn
2383,schoenheim
2384,"137,600"
2385,169-billion-dlr
2386,43.22
2387,nowak
2388,doldrum
2389,profit
2390,cfb
2391,qchm
2392,franchise
2393,698
2394,411.8
2395,"9,556"
2396,-1.10
2397,datc
2398,huai
2399,veracruz
2400,3.073
2401,12.80
2402,238.6
2403,"98,740"
2404,hsi
2405,n.h
2406,delink
2407,"419,600"
2408,avg
2409,12.67
2410,restaur
2411,diseas
2412,cepe
2413,"3,722,833"
2414,"7,336,000"
2415,govt
2416,comissaria
2417,alfl
2418,rune
2419,siromelt
2420,mcht
2421,"11,844,000"
2422,"182,000"
2423,"42,387"
2424,459p
2425,106.1
2426,-announc
2427,bwb
2428,year-earli
2429,64-inch
2430,"60,000-tonner"
2431,policy-mak
2432,cci
2433,55.0
2434,inver
2435,0.125
2436,mir
2437,"9,500"
2438,electrolux
2439,jamesport
2440,econ
2441,1305
2442,farouk
2443,problem
2444,then
2445,non-curr
2446,"1,860,213"
2447,grave
2448,"9,309,394"
2449,0.43
2450,shipbrok
2451,51.46
2452,guilford
2453,nonthapanthawat
2454,leonel
2455,"2,400"
2456,45.79p
2457,tick
2458,24.79
2459,portug
2460,budg
2461,fraud
2462,haltenbanken
2463,"92,917"
2464,plata
2465,overproduct
2466,monopol
2467,r.g
2468,"455,000"
2469,"8,050"
2470,avait
2471,involv
2472,su
2473,aviat
2474,ama
2475,consolid
2476,specif
2477,185.6
2478,millionair
2479,concessionari
2480,arcalex
2481,siever
2482,"1,252,000"
2483,15.32
2484,157.9
2485,136.0
2486,cp
2487,unpopular
2488,phenomenon
2489,jeddah-bas
2490,p-9
2491,pork
2492,8.00
2493,"203,372"
2494,13.16
2495,siemen
2496,equinox
2497,fslic
2498,4.71
2499,piec
2500,"7,961,000"
2501,30-124
2502,falmouth
2503,40.42
2504,``
2505,18.53
2506,abund
2507,cir
2508,"410,000"
2509,7.42
2510,"1,660,300"
2511,martinez
2512,14.248
2513,"2,751"
2514,unmatur
2515,rav
2516,25-24
2517,"11,492"
2518,97-17
2519,"2,297,000"
2520,crumbl
2521,week-old
2522,rini
2523,"2,890,000"
2524,if
2525,"10,400"
2526,amic
2527,"810,000"
2528,kenai
2529,"1,471,257"
2530,nacion
2531,235
2532,palisad
2533,okie.t
2534,"2,191"
2535,mid-1993
2536,sroka
2537,pwj
2538,"3,096,000"
2539,portugu
2540,783.9
2541,virus
2542,sanchez
2543,perez
2544,"94,720"
2545,evergreen
2546,soybean-pl
2547,4.9
2548,rozich
2549,crossbr
2550,edward
2551,overdu
2552,knudsen
2553,rheothrx
2554,"385,000"
2555,autocrat
2556,"1,395,000"
2557,154.0
2558,all-year-round
2559,autumn
2560,1350
2561,dew
2562,trinidad
2563,palestinian
2564,bessem
2565,witter
2566,99.995
2567,18.77
2568,pellet
2569,gokc
2570,articl
2571,par-pric
2572,"78,038"
2573,high-energi
2574,lauderdal
2575,57.2
2576,196-274
2577,"5,800,000"
2578,dibona
2579,kaiser
2580,"89,957"
2581,airp.pa
2582,nazi
2583,"12,500"
2584,"157,688"
2585,lesher
2586,stockholder-own
2587,chke
2588,ill.-bas
2589,3.40
2590,mercal
2591,125.2
2592,chaneriya
2593,extravag
2594,306.1
2595,baton
2596,154.1
2597,uis.n
2598,amidst
2599,winter
2600,776.6
2601,alhambra
2602,50.61
2603,bacp
2604,692
2605,"249,143"
2606,22-month
2607,scan-graph
2608,rollin
2609,kiddi
2610,fibr
2611,fengb
2612,mede
2613,river
2614,"312,000"
2615,114.9
2616,ark.
2617,"192,069"
2618,7.38
2619,mid-1960
2620,290.1
2621,explan
2622,206.3
2623,"3,556,000"
2624,high-effici
2625,cme
2626,mori
2627,crink
2628,departn
2629,tirr
2630,"19,327"
2631,enron
2632,412
2633,u.s.-japan
2634,annapoli
2635,"733,000"
2636,"659,000"
2637,mikul
2638,"3,143,000"
2639,maison
2640,wor-tv
2641,kirkuk
2642,baht
2643,holladay-tyl
2644,cacex
2645,truli
2646,sacrific
2647,6.67
2648,staff
2649,pre-minor
2650,223.5
2651,non-japanes
2652,crnr
2653,bancshar
2654,trizec
2655,181.23
2656,lima
2657,25-28
2658,government-sponsor
2659,flyfair
2660,firebal
2661,1.47
2662,107.58
2663,newer
2664,62.84
2665,amerford
2666,timber
2667,34.25
2668,3.83
2669,peking-own
2670,ims.to
2671,quikwok
2672,19.7
2673,six-cent
2674,jan.
2675,pall
2676,4.829
2677,anyth
2678,"6,438,000"
2679,utvegsbanki
2680,90.2
2681,swasey
2682,report
2683,abha
2684,bax
2685,inflow
2686,gancia
2687,89.7
2688,uchida
2689,529.7
2690,check
2691,hgca
2692,constanza
2693,nine-mil
2694,distilleri
2695,12th
2696,californian
2697,sanyo
2698,"100,000"
2699,mm
2700,gotabanken
2701,dinner
2702,"45,696"
2703,worthi
2704,somerset
2705,"4,217"
2706,"2,124,013"
2707,14th
2708,75.3
2709,state-trad
2710,dco
2711,89.87
2712,99.48438
2713,newly-agre
2714,cred
2715,sufac
2716,"1,420,815"
2717,80.6
2718,202.9
2719,crossroad
2720,korhonen
2721,siddeley
2722,"962,192"
2723,teq
2724,202.2
2725,taper
2726,soo
2727,capel
2728,61.7
2729,oxi
2730,parnter
2731,feiter
2732,"408,518"
2733,lofti
2734,klopfenstein
2735,gold-bear
2736,"1,979,000"
2737,dens
2738,ivac
2739,73.1
2740,"2,253,000"
2741,423
2742,238.3
2743,s.
2744,film
2745,disaster
2746,amongst
2747,0.18
2748,592
2749,"2,972,000"
2750,"152,900"
2751,genesi
2752,corridor
2753,redeposit
2754,pergamon
2755,reassign
2756,15.7
2757,aids-rel
2758,brinkmanship
2759,rational
2760,moresbi
2761,boulangeri
2762,"3,662,000"
2763,bsn
2764,hoc
2765,veal
2766,"60,700"
2767,afraid
2768,mark-down
2769,1.5930
2770,overbuild
2771,eprom
2772,2.75
2773,436
2774,148.80
2775,sunoil
2776,baldrig
2777,consider
2778,1.728
2779,wesson
2780,francois
2781,413.6
2782,deck
2783,20.3
2784,127.9
2785,n
2786,190
2787,6406
2788,soleley
2789,extran
2790,indoor
2791,crownamerica
2792,provoc
2793,pint
2794,leftist
2795,hub
2796,lfio
2797,fcbn
2798,exco
2799,agro-economist
2800,arrang
2801,"3,256"
2802,2.33
2803,scrap
2804,150.00
2805,mcdonald
2806,ufcwu
2807,trademark
2808,vstr
2809,toe
2810,97.189
2811,sheppard
2812,woburn
2813,h.c.
2814,catenari
2815,1.46
2816,raider
2817,grrl
2818,172.4
2819,mont
2820,"1,128,600"
2821,muraoka
2822,franciso
2823,417.0
2824,transpir
2825,intensif
2826,lesser
2827,atn
2828,murtha
2829,long-stand
2830,channelink
2831,export-rel
2832,permanenti
2833,czechoslovakia
2834,petro-canada
2835,lipc
2836,174.1
2837,16.93
2838,quan
2839,williamson
2840,"55,192"
2841,"758,770"
2842,hail
2843,brine
2844,340.5
2845,"3,328,000"
2846,milder
2847,111.981
2848,iwc
2849,126.03
2850,"3,699,000"
2851,0.6820
2852,israel
2853,salant
2854,"6,122,378"
2855,roustabout
2856,f.o
2857,pl-480
2858,ser
2859,"3,600,000"
2860,scant
2861,variti
2862,1986
2863,turkey
2864,...
2865,188.1
2866,alabama
2867,43.30
2868,"4,862,499"
2869,doskocil
2870,"81,600"
2871,unip
2872,rcpt
2873,pre-plaza
2874,480
2875,earthquak
2876,136.9
2877,"2,003,000"
2878,destabil
2879,"147,724"
2880,non-regul
2881,mear
2882,ascensao
2883,alleg
2884,wci
2885,a2
2886,hogan
2887,36.01
2888,intent
2889,nimock
2890,rank-xerox
2891,"3,220,000"
2892,nich
2893,600-room
2894,34.875-35.250
2895,outsiz
2896,33.5
2897,cftc
2898,sitter
2899,feruzzi
2900,saii
2901,9.22
2902,gemico
2903,averaged-out
2904,liu
2905,ca
2906,subisidiari
2907,8.25p
2908,"782,000"
2909,billon
2910,yera
2911,sear
2912,retaliatori
2913,ethiopian
2914,taxpay
2915,"1,910,000"
2916,104.4
2917,recently-introduc
2918,securit
2919,wx
2920,oil-rel
2921,host
2922,lanka
2923,897.9
2924,273
2925,63
2926,jericho
2927,wyckoff
2928,broadacast
2929,"56,960"
2930,irwin
2931,r-ore.
2932,design-engin
2933,187.2
2934,c
2935,bpii
2936,travenol
2937,narvaez
2938,94.65
2939,780p
2940,"12,611"
2941,6.0615
2942,netback
2943,sonat
2944,banqu
2945,teloz
2946,marathon
2947,stunt
2948,amtr
2949,"504,652"
2950,minor
2951,h.r.
2952,"4,077,000"
2953,neryungrinski
2954,"489,437"
2955,cba
2956,crcc
2957,louisiana-pacif
2958,38.74
2959,fiddl
2960,nikiforuk
2961,415.4
2962,kahn
2963,5.25p
2964,"1,930,000"
2965,"2,721.7"
2966,lucs.l
2967,abilen
2968,99.447
2969,337.73
2970,income-produc
2971,13.81
2972,unblock
2973,"1,000-dlr"
2974,42-7
2975,unrequit
2976,"646,250"
2977,chow
2978,1.2480
2979,49-1
2980,door
2981,squabbl
2982,groundnutse
2983,liedtk
2984,greeley
2985,"243,400-share"
2986,"6,503,811"
2987,anamoli
2988,resch
2989,road
2990,kremlin
2991,obolenski
2992,nucm
2993,overdraft
2994,38.37
2995,milliyet
2996,usacaf
2997,117.52
2998,"37,000"
2999,arroba
3000,"5,695,000"
3001,spartacu
3002,"219,000"
3003,orgnaiz
3004,aizawa
3005,4.313
3006,edson
3007,microstuf
3008,hamburg-bas
3009,"118,000"
3010,otherwis
3011,dionic
3012,"19,213,000"
3013,camaguey
3014,wiggin
3015,"49,946"
3016,guilermno
3017,"380,325"
3018,"2,757,000"
3019,"375,200"
3020,midi
3021,provo
3022,bopa
3023,88-3
3024,unlimit
3025,dullest
3026,identifi
3027,result-trad
3028,unnecessari
3029,hava
3030,heminghau
3031,"422,037"
3032,"6,599,000"
3033,svic
3034,near-term
3035,"2,896,000"
3036,liposom
3037,2.32
3038,end-us
3039,resm
3040,pa
3041,29.15
3042,broaden
3043,gantri
3044,varlen
3045,corbi
3046,lnc
3047,seabrook
3048,sedren
3049,"41,724"
3050,states-iraq
3051,17.50
3052,grain-fil
3053,bomb
3054,1320
3055,adjustable-r
3056,25.65
3057,907.36
3058,65.7
3059,yang
3060,all-new
3061,kinburn
3062,lenient
3063,0.39
3064,subtract
3065,"149,150"
3066,"3,581.3"
3067,48.0
3068,brent
3069,use
3070,'take
3071,258.34
3072,154.2
3073,peterson
3074,forf
3075,vit
3076,curitiba
3077,trace
3078,nbh
3079,tatl.l
3080,965
3081,788.27
3082,966
3083,reinvest
3084,"1,177,000"
3085,"19,115"
3086,"250,000"
3087,humbersid
3088,respit
3089,electrosound
3090,"1,038,300"
3091,114.4
3092,murphi
3093,16.90
3094,antananarivo
3095,"15,263"
3096,mid-april
3097,dp-2
3098,8s
3099,invest
3100,16.43
3101,convict
3102,exactli
3103,moisten
3104,stillmann
3105,medicontrol
3106,temperton
3107,bulgaria
3108,steamer
3109,aranibar
3110,cli
3111,315.1
3112,multi-ti
3113,whose
3114,exhcang
3115,pay-back
3116,"952,000"
3117,currency-denomin
3118,1.238
3119,"8,413,000"
3120,undemocrat
3121,mid-month
3122,14.40
3123,turkiy
3124,door-to-door
3125,pack
3126,670.3
3127,"3,384,726"
3128,statement
3129,maya
3130,unif
3131,rmj
3132,italian-bas
3133,two-step
3134,49.8
3135,"1,869,000"
3136,7-13
3137,22.63
3138,909.7
3139,pathmark
3140,cabinet-level
3141,measor
3142,"172,100"
3143,ah
3144,187.63
3145,duim
3146,352.7
3147,dual
3148,agl
3149,u.s.-ussr
3150,analyz
3151,npco
3152,docemart
3153,"216,095"
3154,kiuchi
3155,"10,767"
3156,135.8
3157,ural
3158,rcp
3159,vrn
3160,"537,950"
3161,rank
3162,"5,760"
3163,chic
3164,fulwid
3165,premium-pr
3166,mtrc
3167,"648,000"
3168,ahp
3169,soley
3170,endur
3171,199.3
3172,uptrend
3173,bil
3174,forfait
3175,talk
3176,suburb
3177,kohlberg
3178,"5,861,000"
3179,"2,804,048"
3180,sett
3181,khon
3182,dio
3183,"17,359"
3184,aromat
3185,472.4
3186,mill
3187,"5,583,560"
3188,high-technolog
3189,boe
3190,okla.
3191,"11,254,837"
3192,4.74
3193,provinci
3194,mid-market
3195,congreg
3196,29.00
3197,wash.-bas
3198,"43,000"
3199,widely-anticip
3200,well-intent
3201,holder
3202,captain
3203,ident
3204,211.1
3205,0.7660
3206,gingerich
3207,buyback
3208,realism
3209,"1,469,208"
3210,mote
3211,rgc
3212,ulrich
3213,"9,455,000"
3214,broad-rang
3215,gtam
3216,augusta
3217,rioght
3218,roost
3219,e.f
3220,shaki
3221,makri
3222,thrash
3223,decemb
3224,greb
3225,440
3226,216.67
3227,ogpin
3228,panel
3229,"584,000"
3230,forb
3231,shoot
3232,bosworth
3233,narragansett
3234,skim
3235,skate
3236,santiago
3237,24.4
3238,waterfront
3239,cornglutenfe
3240,insiza
3241,entrepreneuri
3242,welbilt
3243,lexington
3244,ferruzzi-cpc
3245,breed
3246,cheverli
3247,"1,115.4"
3248,"124,100"
3249,cbsi
3250,amph
3251,needham
3252,"65,620,000"
3253,small-siz
3254,v.a.g.
3255,nordberg
3256,todmpb
3257,"395,967"
3258,"3,208,802"
3259,dryness
3260,kearney
3261,pound
3262,interemdi
3263,"2,577,000"
3264,perfect
3265,chibougamau
3266,function
3267,ignaz
3268,oil-rich
3269,collaps
3270,460
3271,efu
3272,departur
3273,debt-equ
3274,erbamont
3275,"2,874,930"
3276,dynamit
3277,4.00
3278,headach
3279,bankhau
3280,gross-regist
3281,parent
3282,nzier
3283,edibl
3284,115.2
3285,nobl
3286,tseng
3287,propros
3288,520
3289,90-120
3290,62.5
3291,feeder
3292,lien
3293,perhap
3294,fluid
3295,"9,479,000"
3296,77-3
3297,6.02
3298,46.3
3299,poehl
3300,withan
3301,"5,173,318"
3302,tablet
3303,niguel
3304,harbert
3305,swindl
3306,"54,400"
3307,13.62
3308,"2,376,000"
3309,adsteam
3310,qmed
3311,six-
3312,panhandl
3313,chip-mak
3314,construt
3315,eastman
3316,8125
3317,378
3318,ground-bas
3319,broadli
3320,wilhelm
3321,"14,918,000"
3322,matthew
3323,rt
3324,dnlaf
3325,demonst
3326,improperli
3327,"27,220"
3328,maldiv
3329,registr
3330,amid
3331,9.763
3332,alisarda
3333,"8,584"
3334,dhabi
3335,integr
3336,pire
3337,"1,878,052"
3338,catarina
3339,internatio-muel
3340,"6,739,351"
3341,liven
3342,"1,351"
3343,vascular
3344,bancorp
3345,pben
3346,2p
3347,93.86
3348,add
3349,tar
3350,iit
3351,"5,818,000"
3352,dennison
3353,bloc
3354,sation
3355,"1,402,000"
3356,"1,663.3-x"
3357,interf
3358,p.c
3359,"6,111,000"
3360,charlottetown
3361,"2,124,983"
3362,242p
3363,"4,617,034"
3364,milosavljev
3365,"1,673,960"
3366,shut
3367,65.33
3368,5.51
3369,13.7
3370,johnson
3371,airport
3372,rainbow
3373,0.22
3374,295.3
3375,millimet
3376,mees
3377,endevco
3378,shearson
3379,acl
3380,sanction
3381,hwwa
3382,jima.t
3383,hlm
3384,63.40
3385,119.93
3386,189
3387,"1,261,000"
3388,sodr
3389,65.2
3390,hee
3391,amen
3392,"550,000"
3393,plantron
3394,arvin
3395,hospit
3396,tate
3397,bruk
3398,"5,321,000"
3399,sank
3400,quit
3401,"23,992"
3402,107.89
3403,cera
3404,rea
3405,abdelaziz
3406,wor
3407,press
3408,scallop
3409,157.60
3410,sak
3411,77.00
3412,nordbanken
3413,"73,200"
3414,328
3415,non-interest
3416,pre-configur
3417,inform
3418,infestatt
3419,anti-drought
3420,feizal
3421,georgia
3422,shed
3423,cypress
3424,"186,655"
3425,1987-1991
3426,"133,100"
3427,hwg
3428,hondura
3429,gottesman
3430,savoy
3431,ring-fre
3432,485.9
3433,"3,722"
3434,earthworm
3435,"31,720,769"
3436,120.8
3437,bolt
3438,cattle-ranch
3439,"2,051,178"
3440,"3,941,764"
3441,fina
3442,"6,036,000"
3443,gateway
3444,withstood
3445,"2,454,521"
3446,150.8
3447,soar
3448,telecom
3449,eastgroup
3450,50.0
3451,ill.
3452,consid
3453,conad
3454,"4,945,000"
3455,2.924
3456,surfrac
3457,first-year
3458,intermarket
3459,l'equip
3460,roch
3461,lupinu
3462,2.97
3463,nearer
3464,seal
3465,munro
3466,embargo
3467,grieveson
3468,good-look
3469,phph
3470,famin
3471,recreat
3472,shulanski
3473,minsit
3474,theft
3475,mizrahi
3476,contin
3477,maytag
3478,moup.pa
3479,seag
3480,"28,569,000"
3481,black
3482,yard
3483,"268,000"
3484,cbe
3485,sink
3486,unnecessarili
3487,kouam
3488,one-for-100
3489,kaohsiung
3490,copper-pl
3491,concentr
3492,gamco
3493,jargon
3494,boseki
3495,real
3496,distributor
3497,jean-pierr
3498,"7,438,000"
3499,boundari
3500,"59,700"
3501,150.40
3502,dawn
3503,174-182
3504,hemlo
3505,"1,555,469"
3506,caffein
3507,suddenli
3508,longwal
3509,"2,140"
3510,crandal
3511,21.30
3512,qtow
3513,monteil
3514,liro
3515,u.s.-japanes
3516,6.40
3517,749
3518,kimura
3519,birmingham
3520,skps.st
3521,660
3522,"1,852"
3523,50-odd
3524,dataserv
3525,dapn
3526,atom
3527,73.6
3528,lit
3529,shelton
3530,vanuatu
3531,1987.
3532,"4,450,675"
3533,32.0
3534,tie-up
3535,"1,168"
3536,32.44
3537,641
3538,kaws.t
3539,take
3540,26.58
3541,tarrant
3542,cpsa
3543,"105,090"
3544,bred
3545,financially-troubl
3546,thrown
3547,"658,999"
3548,kantyka
3549,7501
3550,335.2
3551,louisiana
3552,19.1
3553,bicc.l
3554,scholast
3555,roelof
3556,tappmey
3557,fhlbb
3558,ongpin
3559,8.72
3560,murata
3561,"1,179,000"
3562,sorghum-x
3563,quantiti
3564,7.572
3565,6.1p
3566,"1,055.0"
3567,brass
3568,sioux
3569,279
3570,reopen
3571,fiesp
3572,113.3
3573,224.6
3574,chrz
3575,unfavor
3576,tran
3577,56.6
3578,456
3579,millimetr
3580,particular
3581,water
3582,sydney-bas
3583,algeria
3584,ksz
3585,wee
3586,industrietechnik
3587,30.8
3588,pile
3589,reaan
3590,accuraci
3591,tradabl
3592,overpow
3593,10.12
3594,pdvsa-champlin
3595,446
3596,surgic
3597,class
3598,mdnt
3599,o'conn
3600,4.262
3601,703
3602,"2,234,049"
3603,ski
3604,"1,105.93"
3605,earner
3606,state
3607,1.438
3608,low-li
3609,101-24
3610,21st
3611,klm
3612,farrmer
3613,u.s.-canada
3614,pre-budget
3615,ander
3616,lesson
3617,miner
3618,122.7
3619,cheapest
3620,storey
3621,genentech
3622,67.5
3623,stepp
3624,pittsburgh-bas
3625,archi
3626,four-for-thre
3627,wqith
3628,wherebi
3629,16.13
3630,peistner
3631,gallium
3632,"79,395"
3633,year-over-year
3634,"216,600"
3635,"3,095,000"
3636,adminstr
3637,danzing
3638,290
3639,nonwoven
3640,111.4-r
3641,6.75
3642,"583,747"
3643,santa
3644,weiss
3645,hamilton-reli
3646,5.625
3647,where
3648,shortag
3649,121
3650,dilson
3651,pcar
3652,mnft
3653,closer
3654,hour
3655,writdown
3656,niedermeyer-martin
3657,"137,744"
3658,mead
3659,cargo
3660,praecipium
